"Tissue","Quantile","Signature","Scale","Value"
"CHOL","25%","SBS14","exome",NA
"CHOL","30%","SBS14","exome",NA
"CHOL","35%","SBS14","exome",NA
"CHOL","40%","SBS14","exome",NA
"CHOL","45%","SBS14","exome",NA
"CHOL","50%","SBS14","exome",NA
"CHOL","55%","SBS14","exome",NA
"CHOL","60%","SBS14","exome",NA
"CHOL","65%","SBS14","exome",NA
"CHOL","70%","SBS14","exome",NA
"CHOL","75%","SBS14","exome",NA
"CHOL","80%","SBS14","exome",NA
"CHOL","85%","SBS14","exome",NA
"CHOL","90%","SBS14","exome",NA
"CHOL","95%","SBS14","exome",NA
"CHOL","5%","SBS15","genome",59.04
"CHOL","10%","SBS15","genome",59.04
"CHOL","15%","SBS15","genome",59.04
"CHOL","20%","SBS15","genome",59.04
"CHOL","25%","SBS15","genome",59.04
"CHOL","30%","SBS15","genome",59.04
"CHOL","35%","SBS15","genome",59.04
"CHOL","40%","SBS15","genome",59.04
"CHOL","45%","SBS15","genome",59.04
"CHOL","50%","SBS15","genome",59.04
"CHOL","55%","SBS15","genome",59.04
"CHOL","60%","SBS15","genome",59.04
"CHOL","65%","SBS15","genome",59.04
"CHOL","70%","SBS15","genome",59.04
"CHOL","75%","SBS15","genome",59.04
"CHOL","80%","SBS15","genome",59.04
"CHOL","85%","SBS15","genome",59.04
"CHOL","90%","SBS15","genome",59.04
"CHOL","95%","SBS15","genome",59.04
"CHOL","5%","SBS15","exome",0.6
"CHOL","10%","SBS15","exome",0.6
"CHOL","15%","SBS15","exome",0.6
"CHOL","20%","SBS15","exome",0.6
"CHOL","25%","SBS15","exome",0.6
"CHOL","30%","SBS15","exome",0.6
"CHOL","35%","SBS15","exome",0.6
"CHOL","40%","SBS15","exome",0.6
"CHOL","45%","SBS15","exome",0.6
"CHOL","50%","SBS15","exome",0.6
"CHOL","55%","SBS15","exome",0.6
"CHOL","60%","SBS15","exome",0.6
"CHOL","65%","SBS15","exome",0.6
"CHOL","70%","SBS15","exome",0.6
"CHOL","75%","SBS15","exome",0.6
"CHOL","80%","SBS15","exome",0.6
"CHOL","85%","SBS15","exome",0.6
"CHOL","90%","SBS15","exome",0.6
"CHOL","95%","SBS15","exome",0.6
"CHOL","5%","SBS16","genome",NA
"CHOL","10%","SBS16","genome",NA
"CHOL","15%","SBS16","genome",NA
"CHOL","20%","SBS16","genome",NA
"CHOL","25%","SBS16","genome",NA
"CHOL","30%","SBS16","genome",NA
"CHOL","35%","SBS16","genome",NA
"CHOL","40%","SBS16","genome",NA
"CHOL","45%","SBS16","genome",NA
"CHOL","50%","SBS16","genome",NA
"CHOL","55%","SBS16","genome",NA
"CHOL","60%","SBS16","genome",NA
"CHOL","65%","SBS16","genome",NA
"CHOL","70%","SBS16","genome",NA
"CHOL","75%","SBS16","genome",NA
"CHOL","80%","SBS16","genome",NA
"CHOL","85%","SBS16","genome",NA
"CHOL","90%","SBS16","genome",NA
"CHOL","95%","SBS16","genome",NA
"CHOL","5%","SBS16","exome",1.268
"CHOL","10%","SBS16","exome",1.336
"CHOL","15%","SBS16","exome",1.404
"CHOL","20%","SBS16","exome",1.472
"CHOL","25%","SBS16","exome",1.54
"CHOL","30%","SBS16","exome",1.608
"CHOL","35%","SBS16","exome",1.676
"CHOL","40%","SBS16","exome",1.744
"CHOL","45%","SBS16","exome",1.812
"CHOL","50%","SBS16","exome",1.88
"CHOL","55%","SBS16","exome",1.92
"CHOL","60%","SBS16","exome",1.96
"CHOL","65%","SBS16","exome",2
"CHOL","70%","SBS16","exome",2.04
"CHOL","75%","SBS16","exome",2.08
"CHOL","80%","SBS16","exome",2.12
"CHOL","85%","SBS16","exome",2.16
"CHOL","90%","SBS16","exome",2.2
"CHOL","95%","SBS16","exome",2.24
"CHOL","5%","SBS17a","genome",0.545
"CHOL","10%","SBS17a","genome",0.63
"CHOL","15%","SBS17a","genome",0.715
"CHOL","20%","SBS17a","genome",0.8
"CHOL","25%","SBS17a","genome",0.865
"CHOL","30%","SBS17a","genome",0.93
"CHOL","35%","SBS17a","genome",0.995
"CHOL","40%","SBS17a","genome",1.06
"CHOL","45%","SBS17a","genome",1.315
"CHOL","50%","SBS17a","genome",1.57
"CHOL","55%","SBS17a","genome",1.825
"CHOL","60%","SBS17a","genome",2.08
"CHOL","65%","SBS17a","genome",2.455
"CHOL","70%","SBS17a","genome",2.83
"CHOL","75%","SBS17a","genome",3.205
"CHOL","80%","SBS17a","genome",3.58
"CHOL","85%","SBS17a","genome",4.805
"CHOL","90%","SBS17a","genome",6.03
"CHOL","95%","SBS17a","genome",7.255
"CHOL","5%","SBS17a","exome",1.02
"CHOL","10%","SBS17a","exome",1.02
"CHOL","15%","SBS17a","exome",1.02
"CHOL","20%","SBS17a","exome",1.02
"CHOL","25%","SBS17a","exome",1.02
"CHOL","30%","SBS17a","exome",1.02
"CHOL","35%","SBS17a","exome",1.02
"CHOL","40%","SBS17a","exome",1.02
"CHOL","45%","SBS17a","exome",1.02
"CHOL","50%","SBS17a","exome",1.02
"CHOL","55%","SBS17a","exome",1.02
"CHOL","60%","SBS17a","exome",1.02
"CHOL","65%","SBS17a","exome",1.02
"CHOL","70%","SBS17a","exome",1.02
"CHOL","75%","SBS17a","exome",1.02
"CHOL","80%","SBS17a","exome",1.02
"CHOL","85%","SBS17a","exome",1.02
"CHOL","90%","SBS17a","exome",1.02
"CHOL","95%","SBS17a","exome",1.02
"CHOL","5%","SBS17b","genome",3.068
"CHOL","10%","SBS17b","genome",3.116
"CHOL","15%","SBS17b","genome",3.164
"CHOL","20%","SBS17b","genome",3.628
"CHOL","25%","SBS17b","genome",4.3
"CHOL","30%","SBS17b","genome",4.972
"CHOL","35%","SBS17b","genome",5.426
"CHOL","40%","SBS17b","genome",5.444
"CHOL","45%","SBS17b","genome",5.462
"CHOL","50%","SBS17b","genome",5.48
"CHOL","55%","SBS17b","genome",7.13
"CHOL","60%","SBS17b","genome",8.78
"CHOL","65%","SBS17b","genome",10.43
"CHOL","70%","SBS17b","genome",11.052
"CHOL","75%","SBS17b","genome",11.16
"CHOL","80%","SBS17b","genome",11.268
"CHOL","85%","SBS17b","genome",12.4
"CHOL","90%","SBS17b","genome",15.58
"CHOL","95%","SBS17b","genome",18.76
"CHOL","5%","SBS17b","exome",2.84
"CHOL","10%","SBS17b","exome",2.84
"CHOL","15%","SBS17b","exome",2.84
"CHOL","20%","SBS17b","exome",2.84
"CHOL","25%","SBS17b","exome",2.84
"CHOL","30%","SBS17b","exome",2.84
"CHOL","35%","SBS17b","exome",2.84
"CHOL","40%","SBS17b","exome",2.84
"CHOL","45%","SBS17b","exome",2.84
"CHOL","50%","SBS17b","exome",2.84
"CHOL","55%","SBS17b","exome",2.84
"CHOL","60%","SBS17b","exome",2.84
"CHOL","65%","SBS17b","exome",2.84
"CHOL","70%","SBS17b","exome",2.84
"CHOL","75%","SBS17b","exome",2.84
"CHOL","80%","SBS17b","exome",2.84
"CHOL","85%","SBS17b","exome",2.84
"CHOL","90%","SBS17b","exome",2.84
"CHOL","95%","SBS17b","exome",2.84
"CHOL","5%","SBS18","genome",4.011
"CHOL","10%","SBS18","genome",4.222
"CHOL","15%","SBS18","genome",4.682
"CHOL","20%","SBS18","genome",4.856
"CHOL","25%","SBS18","genome",5.24
"CHOL","30%","SBS18","genome",5.402
"CHOL","35%","SBS18","genome",5.888
"CHOL","40%","SBS18","genome",6.32
"CHOL","45%","SBS18","genome",6.495
"CHOL","50%","SBS18","genome",6.91
"CHOL","55%","SBS18","genome",7.505
"CHOL","60%","SBS18","genome",8.228
"CHOL","65%","SBS18","genome",10.083
"CHOL","70%","SBS18","genome",12.742
"CHOL","75%","SBS18","genome",14.105
"CHOL","80%","SBS18","genome",16.156
"CHOL","85%","SBS18","genome",23.529
"CHOL","90%","SBS18","genome",38.28
"CHOL","95%","SBS18","genome",39.445
"CHOL","5%","SBS18","exome",NA
"CHOL","10%","SBS18","exome",NA
"CHOL","15%","SBS18","exome",NA
"CHOL","20%","SBS18","exome",NA
"CHOL","25%","SBS18","exome",NA
"CHOL","30%","SBS18","exome",NA
"CHOL","35%","SBS18","exome",NA
"CHOL","40%","SBS18","exome",NA
"CHOL","45%","SBS18","exome",NA
"CHOL","50%","SBS18","exome",NA
"CHOL","55%","SBS18","exome",NA
"CHOL","60%","SBS18","exome",NA
"CHOL","65%","SBS18","exome",NA
"CHOL","70%","SBS18","exome",NA
"CHOL","75%","SBS18","exome",NA
"CHOL","80%","SBS18","exome",NA
"CHOL","85%","SBS18","exome",NA
"CHOL","90%","SBS18","exome",NA
"CHOL","95%","SBS18","exome",NA
"CHOL","5%","SBS19","genome",NA
"CHOL","10%","SBS19","genome",NA
"CHOL","15%","SBS19","genome",NA
"CHOL","20%","SBS19","genome",NA
"CHOL","25%","SBS19","genome",NA
"CHOL","30%","SBS19","genome",NA
"CHOL","35%","SBS19","genome",NA
"CHOL","40%","SBS19","genome",NA
"CHOL","45%","SBS19","genome",NA
"CHOL","50%","SBS19","genome",NA
"CHOL","55%","SBS19","genome",NA
"CHOL","60%","SBS19","genome",NA
"CHOL","65%","SBS19","genome",NA
"CHOL","70%","SBS19","genome",NA
"CHOL","75%","SBS19","genome",NA
"CHOL","80%","SBS19","genome",NA
"CHOL","85%","SBS19","genome",NA
"CHOL","90%","SBS19","genome",NA
"CHOL","95%","SBS19","genome",NA
"CHOL","5%","SBS19","exome",NA
"CHOL","10%","SBS19","exome",NA
"CHOL","15%","SBS19","exome",NA
"CHOL","20%","SBS19","exome",NA
"CHOL","25%","SBS19","exome",NA
"CHOL","30%","SBS19","exome",NA
"CHOL","35%","SBS19","exome",NA
"CHOL","40%","SBS19","exome",NA
"CHOL","45%","SBS19","exome",NA
"CHOL","50%","SBS19","exome",NA
"CHOL","55%","SBS19","exome",NA
"CHOL","60%","SBS19","exome",NA
"CHOL","65%","SBS19","exome",NA
"CHOL","70%","SBS19","exome",NA
"CHOL","75%","SBS19","exome",NA
"CHOL","80%","SBS19","exome",NA
"CHOL","85%","SBS19","exome",NA
"CHOL","90%","SBS19","exome",NA
"CHOL","95%","SBS19","exome",NA
"CHOL","5%","SBS20","genome",41.2
"CHOL","10%","SBS20","genome",41.2
"CHOL","15%","SBS20","genome",41.2
"CHOL","20%","SBS20","genome",41.2
"CHOL","25%","SBS20","genome",41.2
"CHOL","30%","SBS20","genome",41.2
"CHOL","35%","SBS20","genome",41.2
"CHOL","40%","SBS20","genome",41.2
"CHOL","45%","SBS20","genome",41.2
"CHOL","50%","SBS20","genome",41.2
"CHOL","55%","SBS20","genome",41.2
"CHOL","60%","SBS20","genome",41.2
"CHOL","65%","SBS20","genome",41.2
"CHOL","70%","SBS20","genome",41.2
"CHOL","75%","SBS20","genome",41.2
"CHOL","80%","SBS20","genome",41.2
"CHOL","85%","SBS20","genome",41.2
"CHOL","90%","SBS20","genome",41.2
"CHOL","95%","SBS20","genome",41.2
"CHOL","5%","SBS20","exome",NA
"CHOL","10%","SBS20","exome",NA
"CHOL","15%","SBS20","exome",NA
"CHOL","20%","SBS20","exome",NA
"CHOL","25%","SBS20","exome",NA
"CHOL","30%","SBS20","exome",NA
"CHOL","35%","SBS20","exome",NA
"CHOL","40%","SBS20","exome",NA
"CHOL","45%","SBS20","exome",NA
"CHOL","50%","SBS20","exome",NA
"CHOL","55%","SBS20","exome",NA
"CHOL","60%","SBS20","exome",NA
"CHOL","65%","SBS20","exome",NA
"CHOL","70%","SBS20","exome",NA
"CHOL","75%","SBS20","exome",NA
"CHOL","80%","SBS20","exome",NA
"CHOL","85%","SBS20","exome",NA
"CHOL","90%","SBS20","exome",NA
"CHOL","95%","SBS20","exome",NA
"CHOL","5%","SBS21","genome",912.9
"CHOL","10%","SBS21","genome",912.9
"CHOL","15%","SBS21","genome",912.9
"CHOL","20%","SBS21","genome",912.9
"CHOL","25%","SBS21","genome",912.9
"CHOL","30%","SBS21","genome",912.9
"CHOL","35%","SBS21","genome",912.9
"CHOL","40%","SBS21","genome",912.9
"CHOL","45%","SBS21","genome",912.9
"CHOL","50%","SBS21","genome",912.9
"CHOL","55%","SBS21","genome",912.9
"CHOL","60%","SBS21","genome",912.9
"CHOL","65%","SBS21","genome",912.9
"CHOL","70%","SBS21","genome",912.9
"CHOL","75%","SBS21","genome",912.9
"CHOL","80%","SBS21","genome",912.9
"CHOL","85%","SBS21","genome",912.9
"CHOL","90%","SBS21","genome",912.9
"CHOL","95%","SBS21","genome",912.9
"CHOL","5%","SBS21","exome",NA
"CHOL","10%","SBS21","exome",NA
"CHOL","15%","SBS21","exome",NA
"CHOL","20%","SBS21","exome",NA
"CHOL","25%","SBS21","exome",NA
"CHOL","30%","SBS21","exome",NA
"CHOL","35%","SBS21","exome",NA
"CHOL","40%","SBS21","exome",NA
"CHOL","45%","SBS21","exome",NA
"CHOL","50%","SBS21","exome",NA
"CHOL","55%","SBS21","exome",NA
"CHOL","60%","SBS21","exome",NA
"CHOL","65%","SBS21","exome",NA
"CHOL","70%","SBS21","exome",NA
"CHOL","75%","SBS21","exome",NA
"CHOL","80%","SBS21","exome",NA
"CHOL","85%","SBS21","exome",NA
"CHOL","90%","SBS21","exome",NA
"CHOL","95%","SBS21","exome",NA
"CHOL","5%","SBS22","genome",13.517
"CHOL","10%","SBS22","genome",14.174
"CHOL","15%","SBS22","genome",14.831
"CHOL","20%","SBS22","genome",15.488
"CHOL","25%","SBS22","genome",16.145
"CHOL","30%","SBS22","genome",16.802
"CHOL","35%","SBS22","genome",17.629
"CHOL","40%","SBS22","genome",18.796
"CHOL","45%","SBS22","genome",19.963
"CHOL","50%","SBS22","genome",21.13
"CHOL","55%","SBS22","genome",22.297
"CHOL","60%","SBS22","genome",23.464
"CHOL","65%","SBS22","genome",24.631
"CHOL","70%","SBS22","genome",30.772
"CHOL","75%","SBS22","genome",39.4
"CHOL","80%","SBS22","genome",48.028
"CHOL","85%","SBS22","genome",56.656
"CHOL","90%","SBS22","genome",65.284
"CHOL","95%","SBS22","genome",73.912
"CHOL","5%","SBS22","exome",NA
"CHOL","10%","SBS22","exome",NA
"CHOL","15%","SBS22","exome",NA
"CHOL","20%","SBS22","exome",NA
"CHOL","25%","SBS22","exome",NA
"CHOL","30%","SBS22","exome",NA
"CHOL","35%","SBS22","exome",NA
"CHOL","40%","SBS22","exome",NA
"CHOL","45%","SBS22","exome",NA
"CHOL","50%","SBS22","exome",NA
"CHOL","55%","SBS22","exome",NA
"CHOL","60%","SBS22","exome",NA
"CHOL","65%","SBS22","exome",NA
"CHOL","70%","SBS22","exome",NA
"CHOL","75%","SBS22","exome",NA
"CHOL","80%","SBS22","exome",NA
"CHOL","85%","SBS22","exome",NA
"CHOL","90%","SBS22","exome",NA
"CHOL","95%","SBS22","exome",NA
"CHOL","5%","SBS23","genome",NA
"CHOL","10%","SBS23","genome",NA
"CHOL","15%","SBS23","genome",NA
"CHOL","20%","SBS23","genome",NA
"CHOL","25%","SBS23","genome",NA
"CHOL","30%","SBS23","genome",NA
"CHOL","35%","SBS23","genome",NA
"CHOL","40%","SBS23","genome",NA
"CHOL","45%","SBS23","genome",NA
"CHOL","50%","SBS23","genome",NA
"CHOL","55%","SBS23","genome",NA
"CHOL","60%","SBS23","genome",NA
"CHOL","65%","SBS23","genome",NA
"CHOL","70%","SBS23","genome",NA
"CHOL","75%","SBS23","genome",NA
"CHOL","80%","SBS23","genome",NA
"CHOL","85%","SBS23","genome",NA
"CHOL","90%","SBS23","genome",NA
"CHOL","95%","SBS23","genome",NA
"CHOL","5%","SBS23","exome",NA
"CHOL","10%","SBS23","exome",NA
"CHOL","15%","SBS23","exome",NA
"CHOL","20%","SBS23","exome",NA
"CHOL","25%","SBS23","exome",NA
"CHOL","30%","SBS23","exome",NA
"CHOL","35%","SBS23","exome",NA
"CHOL","40%","SBS23","exome",NA
"CHOL","45%","SBS23","exome",NA
"CHOL","50%","SBS23","exome",NA
"CHOL","55%","SBS23","exome",NA
"CHOL","60%","SBS23","exome",NA
"CHOL","65%","SBS23","exome",NA
"CHOL","70%","SBS23","exome",NA
"CHOL","75%","SBS23","exome",NA
"CHOL","80%","SBS23","exome",NA
"CHOL","85%","SBS23","exome",NA
"CHOL","90%","SBS23","exome",NA
"CHOL","95%","SBS23","exome",NA
"CHOL","5%","SBS24","genome",52.36
"CHOL","10%","SBS24","genome",52.36
"CHOL","15%","SBS24","genome",52.36
"CHOL","20%","SBS24","genome",52.36
"CHOL","25%","SBS24","genome",52.36
"CHOL","30%","SBS24","genome",52.36
"CHOL","35%","SBS24","genome",52.36
"CHOL","40%","SBS24","genome",52.36
"CHOL","45%","SBS24","genome",52.36
"CHOL","50%","SBS24","genome",52.36
"CHOL","55%","SBS24","genome",52.36
"CHOL","60%","SBS24","genome",52.36
"CHOL","65%","SBS24","genome",52.36
"CHOL","70%","SBS24","genome",52.36
"CHOL","75%","SBS24","genome",52.36
"CHOL","80%","SBS24","genome",52.36
"CHOL","85%","SBS24","genome",52.36
"CHOL","90%","SBS24","genome",52.36
"CHOL","95%","SBS24","genome",52.36
"CHOL","5%","SBS24","exome",NA
"CHOL","10%","SBS24","exome",NA
"CHOL","15%","SBS24","exome",NA
"CHOL","20%","SBS24","exome",NA
"CHOL","25%","SBS24","exome",NA
"CHOL","30%","SBS24","exome",NA
"CHOL","35%","SBS24","exome",NA
"CHOL","40%","SBS24","exome",NA
"CHOL","45%","SBS24","exome",NA
"CHOL","50%","SBS24","exome",NA
"CHOL","55%","SBS24","exome",NA
"CHOL","60%","SBS24","exome",NA
"CHOL","65%","SBS24","exome",NA
"CHOL","70%","SBS24","exome",NA
"CHOL","75%","SBS24","exome",NA
"CHOL","80%","SBS24","exome",NA
"CHOL","85%","SBS24","exome",NA
"CHOL","90%","SBS24","exome",NA
"CHOL","95%","SBS24","exome",NA
"CHOL","5%","SBS26","genome",NA
"CHOL","10%","SBS26","genome",NA
"CHOL","15%","SBS26","genome",NA
"CHOL","20%","SBS26","genome",NA
"CHOL","25%","SBS26","genome",NA
"CHOL","30%","SBS26","genome",NA
"CHOL","35%","SBS26","genome",NA
"CHOL","40%","SBS26","genome",NA
"CHOL","45%","SBS26","genome",NA
"CHOL","50%","SBS26","genome",NA
"CHOL","55%","SBS26","genome",NA
"CHOL","60%","SBS26","genome",NA
"CHOL","65%","SBS26","genome",NA
"CHOL","70%","SBS26","genome",NA
"CHOL","75%","SBS26","genome",NA
"CHOL","80%","SBS26","genome",NA
"CHOL","85%","SBS26","genome",NA
"CHOL","90%","SBS26","genome",NA
"CHOL","95%","SBS26","genome",NA
"CHOL","5%","SBS26","exome",NA
"CHOL","10%","SBS26","exome",NA
"CHOL","15%","SBS26","exome",NA
"CHOL","20%","SBS26","exome",NA
"CHOL","25%","SBS26","exome",NA
"CHOL","30%","SBS26","exome",NA
"CHOL","35%","SBS26","exome",NA
"CHOL","40%","SBS26","exome",NA
"CHOL","45%","SBS26","exome",NA
"CHOL","50%","SBS26","exome",NA
"CHOL","55%","SBS26","exome",NA
"CHOL","60%","SBS26","exome",NA
"CHOL","65%","SBS26","exome",NA
"CHOL","70%","SBS26","exome",NA
"CHOL","75%","SBS26","exome",NA
"CHOL","80%","SBS26","exome",NA
"CHOL","85%","SBS26","exome",NA
"CHOL","90%","SBS26","exome",NA
"CHOL","95%","SBS26","exome",NA
"CHOL","5%","SBS28","genome",NA
"CHOL","10%","SBS28","genome",NA
"CHOL","15%","SBS28","genome",NA
"CHOL","20%","SBS28","genome",NA
"CHOL","25%","SBS28","genome",NA
"CHOL","30%","SBS28","genome",NA
"CHOL","35%","SBS28","genome",NA
"CHOL","40%","SBS28","genome",NA
"CHOL","45%","SBS28","genome",NA
"CHOL","50%","SBS28","genome",NA
"CHOL","55%","SBS28","genome",NA
"CHOL","60%","SBS28","genome",NA
"CHOL","65%","SBS28","genome",NA
"CHOL","70%","SBS28","genome",NA
"CHOL","75%","SBS28","genome",NA
"CHOL","80%","SBS28","genome",NA
"CHOL","85%","SBS28","genome",NA
"CHOL","90%","SBS28","genome",NA
"CHOL","95%","SBS28","genome",NA
"CHOL","5%","SBS28","exome",3.42
"CHOL","10%","SBS28","exome",3.42
"CHOL","15%","SBS28","exome",3.42
"CHOL","20%","SBS28","exome",3.42
"CHOL","25%","SBS28","exome",3.42
"CHOL","30%","SBS28","exome",3.42
"CHOL","35%","SBS28","exome",3.42
"CHOL","40%","SBS28","exome",3.42
"CHOL","45%","SBS28","exome",3.42
"CHOL","50%","SBS28","exome",3.42
"CHOL","55%","SBS28","exome",3.42
"CHOL","60%","SBS28","exome",3.42
"CHOL","65%","SBS28","exome",3.42
"CHOL","70%","SBS28","exome",3.42
"CHOL","75%","SBS28","exome",3.42
"CHOL","80%","SBS28","exome",3.42
"CHOL","85%","SBS28","exome",3.42
"CHOL","90%","SBS28","exome",3.42
"CHOL","95%","SBS28","exome",3.42
"CHOL","5%","SBS29","genome",NA
"CHOL","10%","SBS29","genome",NA
"CHOL","15%","SBS29","genome",NA
"CHOL","20%","SBS29","genome",NA
"CHOL","25%","SBS29","genome",NA
"CHOL","30%","SBS29","genome",NA
"CHOL","35%","SBS29","genome",NA
"CHOL","40%","SBS29","genome",NA
"CHOL","45%","SBS29","genome",NA
"CHOL","50%","SBS29","genome",NA
"CHOL","55%","SBS29","genome",NA
"CHOL","60%","SBS29","genome",NA
"CHOL","65%","SBS29","genome",NA
"CHOL","70%","SBS29","genome",NA
"CHOL","75%","SBS29","genome",NA
"CHOL","80%","SBS29","genome",NA
"CHOL","85%","SBS29","genome",NA
"CHOL","90%","SBS29","genome",NA
"CHOL","95%","SBS29","genome",NA
"CHOL","5%","SBS29","exome",0.456
"CHOL","10%","SBS29","exome",0.632
"CHOL","15%","SBS29","exome",0.728
"CHOL","20%","SBS29","exome",0.744
"CHOL","25%","SBS29","exome",0.76
"CHOL","30%","SBS29","exome",0.776
"CHOL","35%","SBS29","exome",0.792
"CHOL","40%","SBS29","exome",0.816
"CHOL","45%","SBS29","exome",0.848
"CHOL","50%","SBS29","exome",0.88
"CHOL","55%","SBS29","exome",0.96
"CHOL","60%","SBS29","exome",1.04
"CHOL","65%","SBS29","exome",1.092
"CHOL","70%","SBS29","exome",1.116
"CHOL","75%","SBS29","exome",1.14
"CHOL","80%","SBS29","exome",1.172
"CHOL","85%","SBS29","exome",1.204
"CHOL","90%","SBS29","exome",1.28
"CHOL","95%","SBS29","exome",1.4
"CHOL","5%","SBS30","genome",NA
"CHOL","10%","SBS30","genome",NA
"CHOL","15%","SBS30","genome",NA
"CHOL","20%","SBS30","genome",NA
"CHOL","25%","SBS30","genome",NA
"CHOL","30%","SBS30","genome",NA
"CHOL","35%","SBS30","genome",NA
"CHOL","40%","SBS30","genome",NA
"CHOL","45%","SBS30","genome",NA
"CHOL","50%","SBS30","genome",NA
"CHOL","55%","SBS30","genome",NA
"CHOL","60%","SBS30","genome",NA
"CHOL","65%","SBS30","genome",NA
"CHOL","70%","SBS30","genome",NA
"CHOL","75%","SBS30","genome",NA
"CHOL","80%","SBS30","genome",NA
"CHOL","85%","SBS30","genome",NA
"CHOL","90%","SBS30","genome",NA
"CHOL","95%","SBS30","genome",NA
"CHOL","5%","SBS30","exome",NA
"CHOL","10%","SBS30","exome",NA
"CHOL","15%","SBS30","exome",NA
"CHOL","20%","SBS30","exome",NA
"CHOL","25%","SBS30","exome",NA
"CHOL","30%","SBS30","exome",NA
"CHOL","35%","SBS30","exome",NA
"CHOL","40%","SBS30","exome",NA
"CHOL","45%","SBS30","exome",NA
"CHOL","50%","SBS30","exome",NA
"CHOL","55%","SBS30","exome",NA
"CHOL","60%","SBS30","exome",NA
"CHOL","65%","SBS30","exome",NA
"CHOL","70%","SBS30","exome",NA
"CHOL","75%","SBS30","exome",NA
"CHOL","80%","SBS30","exome",NA
"CHOL","85%","SBS30","exome",NA
"CHOL","90%","SBS30","exome",NA
"CHOL","95%","SBS30","exome",NA
"CHOL","5%","SBS31","genome",NA
"CHOL","10%","SBS31","genome",NA
"CHOL","15%","SBS31","genome",NA
"CHOL","20%","SBS31","genome",NA
"CHOL","25%","SBS31","genome",NA
"CHOL","30%","SBS31","genome",NA
"CHOL","35%","SBS31","genome",NA
"CHOL","40%","SBS31","genome",NA
"CHOL","45%","SBS31","genome",NA
"CHOL","50%","SBS31","genome",NA
"CHOL","55%","SBS31","genome",NA
"CHOL","60%","SBS31","genome",NA
"CHOL","65%","SBS31","genome",NA
"CHOL","70%","SBS31","genome",NA
"CHOL","75%","SBS31","genome",NA
"CHOL","80%","SBS31","genome",NA
"CHOL","85%","SBS31","genome",NA
"CHOL","90%","SBS31","genome",NA
"CHOL","95%","SBS31","genome",NA
"CHOL","5%","SBS31","exome",NA
"CHOL","10%","SBS31","exome",NA
"CHOL","15%","SBS31","exome",NA
"CHOL","20%","SBS31","exome",NA
"CHOL","25%","SBS31","exome",NA
"CHOL","30%","SBS31","exome",NA
"CHOL","35%","SBS31","exome",NA
"CHOL","40%","SBS31","exome",NA
"CHOL","45%","SBS31","exome",NA
"CHOL","50%","SBS31","exome",NA
"CHOL","55%","SBS31","exome",NA
"CHOL","60%","SBS31","exome",NA
"CHOL","65%","SBS31","exome",NA
"CHOL","70%","SBS31","exome",NA
"CHOL","75%","SBS31","exome",NA
"CHOL","80%","SBS31","exome",NA
"CHOL","85%","SBS31","exome",NA
"CHOL","90%","SBS31","exome",NA
"CHOL","95%","SBS31","exome",NA
"CHOL","5%","SBS32","genome",43.74
"CHOL","10%","SBS32","genome",43.74
"CHOL","15%","SBS32","genome",43.74
"CHOL","20%","SBS32","genome",43.74
"CHOL","25%","SBS32","genome",43.74
"CHOL","30%","SBS32","genome",43.74
"CHOL","35%","SBS32","genome",43.74
"CHOL","40%","SBS32","genome",43.74
"CHOL","45%","SBS32","genome",43.74
"CHOL","50%","SBS32","genome",43.74
"CHOL","55%","SBS32","genome",43.74
"CHOL","60%","SBS32","genome",43.74
"CHOL","65%","SBS32","genome",43.74
"CHOL","70%","SBS32","genome",43.74
"CHOL","75%","SBS32","genome",43.74
"CHOL","80%","SBS32","genome",43.74
"CHOL","85%","SBS32","genome",43.74
"CHOL","90%","SBS32","genome",43.74
"CHOL","95%","SBS32","genome",43.74
"CHOL","5%","SBS32","exome",NA
"CHOL","10%","SBS32","exome",NA
"CHOL","15%","SBS32","exome",NA
"CHOL","20%","SBS32","exome",NA
"CHOL","25%","SBS32","exome",NA
"CHOL","30%","SBS32","exome",NA
"CHOL","35%","SBS32","exome",NA
"CHOL","40%","SBS32","exome",NA
"CHOL","45%","SBS32","exome",NA
"CHOL","50%","SBS32","exome",NA
"CHOL","55%","SBS32","exome",NA
"CHOL","60%","SBS32","exome",NA
"CHOL","65%","SBS32","exome",NA
"CHOL","70%","SBS32","exome",NA
"CHOL","75%","SBS32","exome",NA
"CHOL","80%","SBS32","exome",NA
"CHOL","85%","SBS32","exome",NA
"CHOL","90%","SBS32","exome",NA
"CHOL","95%","SBS32","exome",NA
"CHOL","5%","SBS33","genome",NA
"CHOL","10%","SBS33","genome",NA
"CHOL","15%","SBS33","genome",NA
"CHOL","20%","SBS33","genome",NA
"CHOL","25%","SBS33","genome",NA
"CHOL","30%","SBS33","genome",NA
"CHOL","35%","SBS33","genome",NA
"CHOL","40%","SBS33","genome",NA
"CHOL","45%","SBS33","genome",NA
"CHOL","50%","SBS33","genome",NA
"CHOL","55%","SBS33","genome",NA
